PID,SalePrice
528445060,243619.73365024227
528456160,208957.3511944795
528458070,190625.93127891514
906380190,191016.69854979133
906385010,208525.68288012152
906385020,194819.7071997516
528235010,179177.3529220102
528235090,232491.06946900455
528240150,188735.86540587738
528250020,185390.39788416532
528456220,231325.3556727246
528456240,169955.44469351822
528458020,218806.5716564475
528458040,229012.09696009234
528458060,217613.37376148565
528488100,181441.2210913395
528490040,232096.6666411266
528490070,205278.325297091
534127130,153286.98431235002
534127170,153895.21597043652
534128010,227940.3244070763
534128020,244030.84182206378
907175100,205138.37759224672
907180130,219591.7137967504
907181100,202498.5239080999
907185050,196266.29932460043
907192030,185287.27132551032
907192090,231297.1724420792
907280170,222383.66879106706
907285020,242865.47685096384
907285050,191810.79814842404
527163100,174428.59728745744
527164120,216531.65536594353
527165010,174560.63669955227
527183030,193549.30786571288
527183060,197497.06477376044
528240050,190585.38234018965
528250030,211731.54946853008
528253020,218541.30920470046
528280130,183786.60766817848
528280180,219652.33335647007
531382120,210553.26223119532
531384030,191709.08254118197
531385060,191853.33650481797
907176010,211424.1065142206
907181120,195512.6368272432
907181140,219506.76749756225
907187030,194985.03710299154
907187080,192374.42363651193
907192130,228944.91107322366
907253110,251586.91026205945
907254020,254518.54636183204
907254090,226617.78671383942
907405020,233143.5546841742
907405140,202541.19343585323
907412040,189605.1936143551
907412070,217501.6434559988
907412080,185592.87522424894
527325110,187103.03516323626
527327050,198195.43134098867
527375180,156356.02876722664
527375210,153975.17003868392
527376100,153653.2411553742
527378140,200139.16142795107
527356040,214173.99631788864
527359050,167704.73022724147
528220040,171123.73180360752
528221060,170821.51248120697
528221070,170942.3832031885
528228290,213059.7846299098
909276200,120869.60458754985
909277090,133597.05361136099
909277100,119084.63611738566
909278020,113770.40821643632
914475010,134763.90273235383
914475030,171765.98730071832
914476380,180993.79984473914
914476430,164906.85427685516
531375120,154210.9002838324
531376010,182483.91516946632
527402220,142602.73762077987
527403040,140668.27788679404
527404020,141955.00147403564
527404030,138515.30849535362
527405130,115170.35116372387
527405160,112546.86323051092
527405180,116262.23877237561
527425060,116188.25683869785
527425110,116979.96233527386
527450280,95558.81221270864
527451110,146316.2943396672
527451320,112881.50500414343
527451540,95571.77696954894
527451640,102351.89042296658
528114050,350535.99497914565
528118040,363287.10482227994
528166120,365087.1297734452
528170070,271903.43509881716
528172080,295172.74120799283
528178070,350705.7007607152
